freq,unit,coicop,geo\TIME_PERIOD	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,RCH_A_AVG,AP,NL	: 	: 	: 	: 	: 	: 	: 	3.3 	4.2 	2.8 	1.4 	1.1 	-1.1 	2.6 	1.0 	2.0 	3.4 	4.3 	3.0 	2.3 	-1.1 	: 	2.1 	3.2 	-0.9 	4.5 	26.6 	-7.1 	2.4 
A,RCH_A_AVG,AP,NO	: 	: 	: 	: 	: 	: 	: 	12.6 	0.9 	1.7 	9.1 	-4.5 	6.3 	2.7 	8.4 	1.7 	-2.9 	6.1 	0.4 	1.3 	7.6 	: 	9.7 	3.0 	-6.0 	19.4 	9.1 	-1.4 	-1.5 
A,RCH_A_AVG,AP,PL	: 	: 	: 	: 	: 	: 	: 	3.3 	2.4 	2.8 	4.9 	3.7 	6.4 	6.8 	3.9 	5.3 	5.3 	1.8 	1.2 	1.0 	2.1 	: 	0.8 	1.2 	6.7 	5.9 	10.7 	12.7 	5.8 
A,RCH_A_AVG,AP,PT	: 	: 	: 	: 	: 	: 	: 	3.4 	2.6 	2.5 	2.7 	4.6 	3.1 	2.4 	1.8 	5.4 	4.3 	2.5 	2.3 	1.2 	0.8 	: 	1.3 	0.2 	-0.5 	0.9 	1.7 	3.9 	4.4 
A,RCH_A_AVG,AP,RO	: 	: 	: 	: 	: 	: 	: 	15.5 	16.6 	13.7 	10.6 	5.3 	7.8 	7.1 	5.4 	7.6 	5.3 	6.0 	2.0 	1.6 	-2.5 	: 	4.2 	2.6 	1.2 	1.8 	7.3 	3.9 	5.3 
A,RCH_A_AVG,AP,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.4 d	1.7 d	2.2 d	1.8 d	4.5 d	7.9 d	5.3 d
A,RCH_A_AVG,AP,SE	: 	: 	: 	: 	: 	: 	: 	2.2 	4.2 	2.3 	1.1 	2.1 	2.2 	2.8 	1.7 	2.0 	3.0 	2.0 	1.6 	1.2 	0.9 	: 	1.2 	2.0 	2.4 	1.7 	2.4 	4.6 	5.9 
A,RCH_A_AVG,AP,SI	: 	: 	: 	: 	: 	: 	: 	5.8 	5.9 	3.4 	2.3 	2.8 	3.1 	1.7 	5.7 	1.2 	4.3 	5.2 	3.2 	0.8 	1.3 	: 	2.5 	5.3 	2.7 	3.6 	6.6 	8.3 	2.4 
A,RCH_A_AVG,AP,SK	: 	: 	: 	: 	: 	: 	: 	21.8 	16.4 	9.1 	11.9 	2.2 	5.3 	5.1 	-0.2 	6.9 	6.4 	0.6 	-1.0 	-1.9 	-1.2 	: 	1.3 	3.9 	3.1 	-0.9 	12.2 	10.3 	2.8 
A,RCH_A_AVG,AP,UK	: 	: 	: 	: 	: 	: 	: 	2.0 	5.6 	9.8 	17.2 	7.1 	12.6 	7.7 	-1.3 	7.7 	7.1 	6.7 	4.6 	-0.9 	-1.3 	: 	4.9 	4.0 	: 	: 	: 	: 	: 
A,RCH_A_AVG,APF,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 d	0.1 d	0.8 d	0.6 d	0.5 d
A,RCH_A_AVG,APF,AT	: 	: 	: 	: 	: 	: 	: 	2.8 	3.3 	2.3 	3.5 	3.0 	2.7 	0.9 	1.3 	2.6 	3.2 	3.5 	2.4 	2.1 	2.1 	: 	2.8 	2.2 	2.4 	2.1 	2.6 	5.2 	5.2 
A,RCH_A_AVG,APF,BE	: 	: 	: 	: 	: 	: 	: 	-5.7 	1.2 	1.5 	1.0 	1.4 	1.5 	2.6 	2.6 	2.1 	4.5 	1.4 	6.2 	9.7 	9.4 	: 	1.7 	1.1 	1.6 	1.3 	5.0 	4.0 	4.5 
A,RCH_A_AVG,APF,BG	: 	: 	: 	: 	: 	: 	: 	13.5 	9.1 	7.9 	9.1 	9.6 	17.5 	9.1 	7.2 	3.1 	4.4 	0.6 	0.6 	0.6 	3.2 	: 	0.3 	0.3 	0.8 	0.4 	-1.5 	-0.7 	3.3 
A,RCH_A_AVG,APF,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	: 	: 	: 	-0.1 	0.4 	4.1 	9.2 	4.2 
A,RCH_A_AVG,APF,CY	: 	: 	: 	: 	: 	: 	: 	6.1 	-14.6 	2.3 	1.3 	1.1 	0.8 	-0.5 	0.0 	-0.9 	-0.5 	0.1 	4.9 	0.8 	-0.1 	: 	2.5 	-0.6 	-1.3 	-1.4 	-1.0 	-0.9 	-0.9 
A,RCH_A_AVG,APF,CZ	: 	: 	: 	: 	: 	: 	: 	2.0 	9.1 	2.8 	4.2 	3.0 	35.5 	3.8 	3.3 	1.0 	3.7 	3.0 	0.9 	0.6 	2.2 	: 	0.0 	0.0 	2.7 	0.7 	13.9 	30.2 	9.0 
A,RCH_A_AVG,APF,DE	: 	: 	: 	: 	: 	: 	: 	1.6 	2.9 	2.5 	2.8 	2.1 	1.8 	2.2 	1.9 	2.1 	2.3 	3.0 	2.4 	1.4 b	1.6 	: 	1.3 	1.6 	2.3 	3.6 	1.2 	5.8 	5.7 
A,RCH_A_AVG,APF,DK	: 	: 	: 	: 	: 	: 	: 	3.2 	3.0 	2.6 	1.4 	1.0 	2.8 	3.6 	3.1 	2.7 	2.3 	2.1 	1.5 	1.4 	1.5 	: 	1.3 	1.0 	1.2 	1.6 	2.6 	2.9 	2.2 
A,RCH_A_AVG,APF,EA	: 	: 	: 	: 	: 	: 	: 	2.2 	2.3 	3.0 	4.3 	2.6 	3.6 	2.4 	3.0 	5.1 	4.7 	3.9 	3.3 	1.3 	1.2 	: 	1.6 	1.3 	1.2 	2.2 	1.8 	4.1 	4.8 
A,RCH_A_AVG,APF,EA19	: 	: 	: 	: 	: 	: 	: 	2.3 	2.4 	3.0 	4.3 	2.6 	3.6 	2.4 	3.0 	5.1 	4.7 	3.9 	3.3 	1.3 	1.2 	: 	1.6 	1.3 	1.2 	2.2 	1.8 	4.1 	4.8 
A,RCH_A_AVG,APF,EA20	: 	: 	: 	: 	: 	: 	: 	2.3 	2.4 	3.0 	4.4 	2.7 	3.7 	2.4 	3.0 	5.1 	4.7 	3.9 	3.3 	1.3 	1.2 	: 	1.6 	1.3 	1.2 	2.2 	1.8 	4.1 	4.8 
A,RCH_A_AVG,APF,EE	: 	: 	: 	: 	: 	: 	: 	3.6 	5.8 	2.9 	2.8 	-1.2 	9.0 	26.0 	4.8 	3.8 	-0.2 	-1.1 	2.5 	6.3 	2.5 	: 	0.0 	0.0 	0.9 	0.6 	2.1 	2.7 	3.5 
A,RCH_A_AVG,APF,EEA	: 	: 	: 	: 	: 	: 	: 	2.3 	2.5 	3.3 	4.3 	3.7 	4.2 	3.0 	3.3 	4.7 	4.4 	3.4 	2.6 	1.2 	1.7 	: 	1.7 	1.7 	2.0 	2.4 	3.2 	6.0 	: 
A,RCH_A_AVG,APF,EL	: 	: 	: 	: 	: 	: 	: 	4.7 	3.9 	5.4 	4.5 	5.2 	3.1 	6.3 	6.2 	1.4 	-0.4 	-0.7 	1.4 	0.4 	2.2 	: 	0.5 	1.5 	-1.5 	-2.4 	1.0 	6.8 	2.8 
A,RCH_A_AVG,APF,ES	: 	: 	: 	: 	: 	: 	: 	1.6 	1.4 	3.2 	5.9 	1.2 	5.0 	2.1 	2.3 	7.5 	8.7 	4.7 	2.5 	-2.2 	-2.4 	: 	1.4 	-0.2 	-1.3 	1.2 	3.9 	-3.5 	2.2 
A,RCH_A_AVG,APF,EU	: 	: 	: 	: 	: 	: 	: 	2.2 	2.5 	3.3 	4.4 	3.7 	4.2 	2.9 	3.3 	4.8 	4.5 	3.4 	2.6 	1.2 	1.7 	: 	1.7 	1.6 	1.9 	2.4 	3.2 	6.1 	5.1 
A,RCH_A_AVG,APF,EU27_2020	: 	: 	: 	: 	: 	: 	: 	3.1 	3.2 	3.4 	4.3 	3.7 	4.2 	2.9 	3.3 	4.8 	4.5 	3.4 	2.6 	1.2 	1.7 	: 	1.6 	1.5 	1.9 	2.4 	3.2 	6.1 	5.1 
A,RCH_A_AVG,APF,EU28	: 	: 	: 	: 	: 	: 	: 	3.1 	3.2 	3.4 	4.4 	3.7 	4.2 	2.9 	3.3 	4.8 	4.5 	3.4 	2.6 	1.2 	1.7 	: 	1.7 	1.6 	: 	: 	: 	: 	: 
A,RCH_A_AVG,APF,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.0 	0.7 	1.3 	0.6 	1.9 	4.3 	3.8 
A,RCH_A_AVG,APF,FR	: 	: 	: 	: 	: 	: 	: 	2.3 	1.3 	3.2 	5.2 	2.7 	4.0 	1.0 	3.4 	6.2 	4.0 	4.4 	4.3 	3.4 	1.1 	: 	1.2 	0.1 	0.7 	0.8 	1.1 	4.7 	5.0 
A,RCH_A_AVG,APF,HR	: 	: 	: 	: 	: 	: 	: 	0.7 	2.0 	2.5 	14.6 	6.8 	9.0 	2.1 	3.0 	0.8 	0.6 	0.6 	0.1 	0.4 	-0.2 	: 	1.8 	2.9 	1.6 	0.1 	2.9 	5.6 	6.8 
A,RCH_A_AVG,APF,HU	: 	: 	: 	: 	: 	: 	: 	7.6 	12.5 	8.3 	6.5 	19.5 	10.3 	7.1 	6.7 	5.1 	5.2 	-6.6 	-8.3 	-1.4 	-0.1 	: 	0.1 	0.3 	0.0 	1.0 	12.4 	8.5 	-0.1 
A,RCH_A_AVG,APF,IE	: 	: 	: 	: 	: 	: 	: 	22.5 	19.7 	30.2 	6.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.5 	2.8 	4.1 	1.0 
A,RCH_A_AVG,APF,IT	: 	: 	: 	: 	: 	: 	: 	4.2 	4.7 	3.3 	4.2 	5.3 	4.1 	4.5 	4.6 	6.8 	5.7 	5.5 	6.2 	1.8 	1.6 	: 	4.1 	2.7 	1.5 	1.8 	3.0 	2.6 	3.5 
A,RCH_A_AVG,APF,LT	: 	: 	: 	: 	: 	: 	: 	0.4 	6.3 	5.6 	7.0 	12.3 	19.4 	18.0 	9.2 	1.1 	10.0 	4.1 	6.0 	2.2 	3.0 	: 	1.8 	0.4 	8.7 	1.7 	4.5 	3.6 	7.2 
A,RCH_A_AVG,APF,LU	: 	: 	: 	: 	: 	: 	: 	5.1 	3.6 	1.9 	4.2 	6.1 	2.3 	1.6 	4.7 	6.3 	2.3 	4.7 	0.7 	1.5 	1.6 	: 	-0.3 	0.6 	-8.5 	-1.1 	0.6 	1.8 	2.8 
A,RCH_A_AVG,APF,LV	: 	: 	: 	: 	: 	: 	: 	1.9 	6.2 	10.9 	12.5 	20.3 	35.8 	4.8 	0.2 	1.0 	2.2 	: 	: 	: 	1.9 	: 	1.4 	0.8 	1.6 	1.2 	4.0 	7.6 	10.6 
A,RCH_A_AVG,APF,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 d	0.0 d	-0.1 d	1.1 d	1.5 d	3.1 d	5.1 d
A,RCH_A_AVG,APF,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 d	4.8 d	3.8 d	0.4 d
A,RCH_A_AVG,APF,MT	: 	: 	: 	: 	: 	: 	: 	1.8 	4.5 	14.0 	14.0 	-3.9 	11.9 	4.5 	12.5 	9.2 	4.8 	0.2 	-5.6 	-4.2 	-2.4 	: 	0.3 	0.8 	0.4 	-0.9 	0.0 	-1.8 	0.7 
A,RCH_A_AVG,APF,NL	: 	: 	: 	: 	: 	: 	: 	5.5 	4.2 	0.0 	-2.1 	2.5 	2.1 	2.4 	1.3 	1.6 	1.2 	0.7 	2.4 	-0.1 	0.0 	: 	0.7 	2.0 	2.4 	-1.0 	-3.7 	16.0 	6.7 
A,RCH_A_AVG,APF,NO	: 	: 	: 	: 	: 	: 	: 	3.9 	2.1 	3.2 	1.2 	3.1 	3.5 	4.4 	2.8 	1.7 	2.7 	2.9 	3.2 	3.1 	3.2 	: 	3.8 	3.5 	3.7 	1.3 	1.5 	0.9 	2.7 
A,RCH_A_AVG,APF,PL	: 	: 	: 	: 	: 	: 	: 	5.3 	3.8 	2.9 	5.0 	4.2 	3.6 	3.8 	2.9 	3.6 	3.6 	5.6 	2.9 	1.7 	7.7 	: 	1.6 	4.4 	10.9 	8.3 	6.5 	13.3 	7.4 
A,RCH_A_AVG,APF,PT	: 	: 	: 	: 	: 	: 	: 	5.7 	4.1 	3.5 	3.5 	4.3 	4.8 	5.7 	3.4 	3.8 	3.4 	1.2 	1.2 	1.9 	0.6 	: 	0.6 	0.9 	-0.3 	0.7 	1.0 	3.0 	3.4 
A,RCH_A_AVG,APF,RO	: 	: 	: 	: 	: 	: 	: 	13.1 	-0.4 	3.3 	-0.4 	-0.7 	0.0 	4.6 	6.7 	3.5 	1.2 	1.2 	0.6 	-0.2 	-0.8 	: 	0.5 	2.3 	1.8 	1.7 	4.1 	0.8 	4.6 
A,RCH_A_AVG,APF,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.9 d	4.0 d	1.6 d	2.0 d	4.2 d	8.1 d	4.4 d
A,RCH_A_AVG,APF,SE	: 	: 	: 	: 	: 	: 	: 	-1.0 	7.6 	2.1 	1.0 	3.3 	4.4 	4.0 	0.0 	1.8 	4.1 	1.8 	2.3 	1.5 	1.2 	: 	3.2 	3.6 	4.3 	3.3 	3.1 	6.7 	8.5 
A,RCH_A_AVG,APF,SI	: 	: 	: 	: 	: 	: 	: 	8.6 	5.0 	1.7 	1.7 	1.3 	0.5 	1.7 	1.6 	2.0 	6.6 	15.8 	4.7 	0.6 	0.8 	: 	1.5 	1.9 	0.4 	3.3 	5.4 	9.4 	2.9 
A,RCH_A_AVG,APF,SK	: 	: 	: 	: 	: 	: 	: 	17.3 	10.9 	6.2 	2.8 	1.4 	7.5 	5.6 	3.8 	1.4 	3.1 	2.4 	0.6 	0.4 	2.0 	: 	0.8 	2.5 	11.4 	5.1 	0.6 	13.9 	17.5 
A,RCH_A_AVG,APF,UK	: 	: 	: 	: 	: 	: 	: 	4.1 	4.5 	4.7 	5.5 	5.5 	3.2 	2.8 	1.7 	2.7 	2.6 	2.5 	2.1 	2.4 	2.9 	: 	4.7 	3.9 	: 	: 	: 	: 	: 
A,RCH_A_AVG,APM,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.7 d	0.2 d	0.3 d	0.5 d	0.7 d
A,RCH_A_AVG,APM,AT	: 	: 	: 	: 	: 	: 	: 	0.8 	0.4 	5.5 	0.1 	0.5 	2.9 	3.2 	1.5 	1.7 	1.5 	2.4 	2.6 	1.5 	2.8 	: 	2.3 	2.1 	2.2 	1.4 	4.9 	5.7 	5.4 
A,RCH_A_AVG,APM,BE	: 	: 	: 	: 	: 	: 	: 	1.6 	1.2 	1.7 	2.5 	0.5 	0.8 	2.3 	0.3 	1.9 	2.2 	1.8 	1.5 	2.6 	1.4 	: 	2.0 	1.8 	1.3 	0.7 	2.4 	5.7 	3.3 
A,RCH_A_AVG,APM,BG	: 	: 	: 	: 	: 	: 	: 	5.3 	0.4 	6.4 	4.6 	4.1 	7.9 	6.4 	2.1 	2.3 	5.1 	-1.7 	-1.6 	1.9 	-1.1 	: 	2.8 	3.3 	2.0 	2.9 	8.1 	8.8 	4.7 
A,RCH_A_AVG,APM,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.7 	: 	-1.1 	-0.6 	-1.0 	-0.3 	-0.3 	-0.3 	-0.1 
A,RCH_A_AVG,APM,CY	: 	: 	: 	: 	: 	: 	: 	4.3 	-0.4 	3.2 	6.6 	2.0 	11.4 	-4.2 	9.2 	5.6 	11.0 	-4.4 	-5.0 	-7.5 	-5.1 	: 	3.6 	3.3 	-1.3 	4.4 	12.9 	4.6 	1.2 
A,RCH_A_AVG,APM,CZ	: 	: 	: 	: 	: 	: 	: 	2.0 	4.3 	3.7 	4.0 	4.7 	12.9 	7.0 	5.0 	2.9 	8.4 	3.6 	0.4 	0.5 	1.4 	: 	1.5 	3.7 	1.9 	1.3 	2.5 	4.7 	3.0 
A,RCH_A_AVG,APM,DE	: 	: 	: 	: 	: 	: 	: 	1.9 	6.3 	1.7 	1.0 	3.6 	1.9 	0.8 	0.8 	1.1 	1.1 	-0.9 	1.5 	1.6 b	1.7 	: 	1.4 	1.5 	0.6 	0.7 	-1.1 	11.1 	-0.8 
A,RCH_A_AVG,APM,DK	: 	: 	: 	: 	: 	: 	: 	4.6 	3.4 	2.4 	1.8 	2.3 	1.9 	3.3 	2.5 	2.9 	1.3 	1.9 	2.4 	2.0 	1.1 	: 	1.3 	2.1 	2.9 	1.0 	2.4 	4.1 	4.0 
A,RCH_A_AVG,APM,EA	: 	: 	: 	: 	: 	: 	: 	2.6 	4.4 	1.8 	1.7 	2.0 	2.4 	1.5 	1.1 	2.8 	3.3 	1.3 	1.2 	0.7 	-0.2 	: 	2.4 	2.3 	0.2 	3.6 	10.8 	5.3 	2.6 
A,RCH_A_AVG,APM,EA19	: 	: 	: 	: 	: 	: 	: 	2.8 	4.5 	1.9 	1.9 	2.1 	2.6 	1.7 	1.1 	2.9 	3.3 	1.3 	1.2 	0.7 	-0.2 	: 	2.4 	2.3 	0.2 	3.6 	10.8 	5.3 	2.6 
A,RCH_A_AVG,APM,EA20	: 	: 	: 	: 	: 	: 	: 	2.8 	4.5 	1.9 	1.9 	2.1 	2.6 	1.8 	1.2 	2.9 	3.4 	1.3 	1.2 	0.7 	-0.2 	: 	2.4 	2.3 	0.2 	3.6 	10.8 	5.3 	2.6 
A,RCH_A_AVG,APM,EE	: 	: 	: 	: 	: 	: 	: 	2.9 	3.4 	6.3 	6.5 	10.8 	23.5 	7.7 	5.5 	4.5 	11.3 	8.4 	-3.3 	-3.4 	-3.4 	: 	4.2 	1.3 	-5.4 	19.5 	63.3 	10.7 	5.4 
A,RCH_A_AVG,APM,EEA	: 	: 	: 	: 	: 	: 	: 	2.7 	4.5 	2.7 	3.6 	2.6 	4.5 	3.2 	1.5 	3.8 	4.0 	2.2 	1.5 	0.6 	-0.3 	: 	2.6 	2.3 	0.4 	3.9 	10.6 	5.9 	: 
A,RCH_A_AVG,APM,EL	: 	: 	: 	: 	: 	: 	: 	0.9 	0.3 	2.1 	2.5 	1.7 	2.2 	2.2 	2.2 	4.0 	2.5 	5.1 	4.8 	2.7 	-0.5 	: 	-0.1 	-0.6 	-1.6 	2.9 	25.9 	-8.7 	1.1 
A,RCH_A_AVG,APM,ES	: 	: 	: 	: 	: 	: 	: 	-1.1 	0.0 	-0.9 	0.9 	2.9 	2.0 	2.2 	1.2 	3.0 	0.1 	0.8 	0.4 	1.1 	0.8 	: 	1.5 	1.8 	1.0 	1.1 	2.2 	3.6 	2.9 
A,RCH_A_AVG,APM,EU	: 	: 	: 	: 	: 	: 	: 	2.6 	4.5 	2.7 	3.5 	2.7 	4.5 	3.3 	1.3 	3.9 	4.2 	2.1 	1.6 	0.6 	-0.5 	: 	2.5 	2.3 	0.6 	3.5 	10.5 	6.0 	3.0 
A,RCH_A_AVG,APM,EU27_2020	: 	: 	: 	: 	: 	: 	: 	3.3 	4.8 	2.6 	2.7 	2.5 	3.6 	2.9 	1.8 	3.3 	3.8 	1.4 	1.1 	0.8 	-0.3 	: 	2.2 	2.2 	0.7 	3.5 	10.5 	6.0 	3.0 
A,RCH_A_AVG,APM,EU28	: 	: 	: 	: 	: 	: 	: 	3.2 	4.8 	3.1 	3.9 	2.9 	4.5 	3.3 	1.4 	3.8 	4.2 	2.1 	1.6 	0.6 	-0.5 	: 	2.5 	2.3 	: 	: 	: 	: 	: 
A,RCH_A_AVG,APM,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.6 	4.0 	1.1 	2.9 	25.3 	4.9 	-7.7 
A,RCH_A_AVG,APM,FR	: 	: 	: 	: 	: 	: 	: 	5.6 	8.1 	2.1 	2.5 	2.2 	3.5 	2.2 	2.6 	2.6 	2.7 	2.2 	1.8 	0.2 	-0.2 	: 	3.9 	2.9 	2.6 	4.1 	6.6 	6.8 	7.9 
A,RCH_A_AVG,APM,HR	: 	: 	: 	: 	: 	: 	: 	5.8 	3.0 	2.9 	5.3 	1.9 	5.2 	9.1 	4.5 	1.5 	8.3 	3.6 	1.8 	0.3 	-1.1 	: 	1.1 	1.1 	-0.2 	2.4 	4.5 	4.2 	2.9 
A,RCH_A_AVG,APM,HU	: 	: 	: 	: 	: 	: 	: 	10.5 	12.5 	8.8 	6.5 	9.7 	6.7 	7.6 	5.9 	2.5 	3.8 	1.4 	2.4 	2.3 	2.0 	: 	0.9 	3.6 	1.3 	0.6 	9.3 	16.6 	7.3 
A,RCH_A_AVG,APM,IE	: 	: 	: 	: 	: 	: 	: 	10.8 	6.3 	9.7 	8.0 	8.4 	4.3 	4.1 	-2.6 	6.3 	7.3 	3.2 	1.2 	10.5 	-1.9 	: 	0.9 	0.3 	2.3 	2.6 	6.0 	-0.7 	-1.1 
A,RCH_A_AVG,APM,IT	: 	: 	: 	: 	: 	: 	: 	1.5 	-2.1 	1.1 	2.0 	-1.7 	3.0 	-0.7 	-1.1 	5.9 	9.2 	2.3 	-1.5 	-1.0 	-2.3 	: 	1.3 	1.4 	-5.5 	10.2 	31.6 	0.7 	-3.6 
A,RCH_A_AVG,APM,LT	: 	: 	: 	: 	: 	: 	: 	0.4 	-2.3 	4.1 	6.2 	9.5 	16.9 	15.6 	5.0 	4.7 	6.4 	1.2 	-2.4 	-2.1 	-1.2 	: 	-0.3 	3.3 	-1.3 	7.1 	33.6 	6.0 	-2.9 
A,RCH_A_AVG,APM,LU	: 	: 	: 	: 	: 	: 	: 	3.4 	3.0 	5.2 	5.7 	5.3 	2.2 	-0.7 	2.1 	6.0 	2.8 	5.1 	1.4 	0.5 	0.6 	: 	-2.8 	3.2 	2.3 	1.4 	2.6 	-2.9 	4.7 
A,RCH_A_AVG,APM,LV	: 	: 	: 	: 	: 	: 	: 	3.7 	6.7 	4.4 	11.8 	16.1 	31.9 	17.9 	2.1 	7.4 	7.5 	-1.5 	-1.0 	-0.7 	-4.6 	: 	2.5 	2.7 	-1.7 	3.9 	33.7 	15.9 	-8.4 
A,RCH_A_AVG,APM,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.6 d	-1.6 d	-0.6 d	0.5 d	1.4 d	1.4 d	3.0 d
A,RCH_A_AVG,APM,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.8 d	11.4 d	9.6 d	2.8 d
A,RCH_A_AVG,APM,MT	: 	: 	: 	: 	: 	: 	: 	5.9 	0.0 	0.0 	3.1 	6.0 	1.3 	0.0 	0.0 	3.9 	11.6 	-0.7 	3.1 	-7.3 	-6.9 	: 	4.8 	1.5 	5.8 	0.0 	27.1 	26.2 	9.5 
A,RCH_A_AVG,APM,NL	: 	: 	: 	: 	: 	: 	: 	3.0 	4.2 	3.1 	1.8 	0.9 	-1.4 	2.6 	1.0 	2.1 	3.7 	5.0 	3.1 	2.7 	-1.3 	: 	2.3 	3.3 	-1.3 	5.3 	30.3 	-9.6 	1.8 
A,RCH_A_AVG,APM,NO	: 	: 	: 	: 	: 	: 	: 	23.6 	-0.5 	-0.1 	18.1 	-12.7 	10.1 	0.6 	14.6 	-0.4 	-9.8 	10.1 	-3.0 	-0.9 	13.7 	: 	16.7 	1.8 	-15.1 	37.9 	14.1 	-3.5 	-5.7 
A,RCH_A_AVG,APM,PL	: 	: 	: 	: 	: 	: 	: 	3.0 	1.9 	2.8 	4.9 	3.6 	7.7 	8.3 	4.3 	6.1 	6.2 	-0.1 	0.4 	0.6 	-1.6 	: 	0.5 	-0.3 	4.8 	4.8 	12.5 	11.2 	4.3 
A,RCH_A_AVG,APM,PT	: 	: 	: 	: 	: 	: 	: 	2.4 	1.9 	2.0 	2.4 	4.7 	2.2 	1.0 	1.1 	6.1 	4.6 	3.0 	2.8 	0.9 	0.9 	: 	1.5 	0.0 	-0.5 	1.0 	1.8 	4.2 	4.7 
A,RCH_A_AVG,APM,RO	: 	: 	: 	: 	: 	: 	: 	15.9 	19.1 	15.2 	12.2 	6.1 	8.9 	7.4 	5.2 	8.5 	6.5 	8.9 	2.8 	2.5 	-3.5 	: 	6.4 	2.7 	0.8 	2.4 	13.5 	12.4 	6.9 
A,RCH_A_AVG,APM,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.4 d	1.5 d	2.2 d	1.8 d	4.5 d	7.9 d	5.3 d
A,RCH_A_AVG,APM,SE	: 	: 	: 	: 	: 	: 	: 	2.8 	3.5 	2.4 	1.1 	1.9 	1.8 	2.6 	2.0 	2.1 	2.8 	2.1 	1.4 	1.1 	0.8 	: 	0.5 	1.4 	1.7 	1.2 	2.2 	3.9 	5.2 
A,RCH_A_AVG,APM,SI	: 	: 	: 	: 	: 	: 	: 	4.7 	5.8 	3.6 	2.4 	3.0 	3.7 	1.7 	7.0 	0.9 	3.2 	0.3 	2.3 	1.0 	1.5 	: 	3.0 	6.8 	3.8 	3.6 	7.3 	7.8 	2.3 
A,RCH_A_AVG,APM,SK	: 	: 	: 	: 	: 	: 	: 	22.4 	17.2 	9.4 	12.6 	2.2 	5.2 	5.1 	-0.3 	7.0 	6.5 	0.5 	-1.0 	-2.0 	-1.4 	: 	1.3 	3.9 	2.9 	-1.0 	12.5 	10.2 	2.5 
A,RCH_A_AVG,APM,UK	: 	: 	: 	: 	: 	: 	: 	1.9 	5.7 	10.0 	17.7 	7.2 	13.0 	7.8 	-1.4 	7.9 	7.3 	6.9 	4.7 	-1.0 	-1.5 	: 	4.9 	4.0 	: 	: 	: 	: 	: 
A,RCH_A_AVG,AP_NNRG,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 d	0.2 d	1.0 d	0.8 d	0.8 d
A,RCH_A_AVG,AP_NNRG,AT	: 	: 	: 	: 	: 	: 	4.0 	2.2 	2.4 	3.2 	2.5 	2.3 	2.7 	1.6 	1.4 	2.4 	2.7 	3.2 	2.5 	1.9 	2.3 	: 	2.8 	2.2 	2.2 	1.8 	3.4 	5.4 	5.3 
A,RCH_A_AVG,AP_NNRG,BE	: 	: 	: 	: 	: 	: 	0.6 	0.3 	1.2 	1.6 	2.2 	0.7 	0.9 	2.4 	0.8 	1.9 	2.5 	1.7 	2.0 	3.3 	2.3 	: 	2.0 	1.7 	1.3 	0.7 	2.7 	5.5 	3.5 
